Class,Object,Field,Default,Minimum,Maximum,Distribution,Type,Group
WaterUse:Equipment,DHW Level0:Zone21,Peak Flow Rate,2.59E-07,1.77E-07,3.79E-07,Uniform,Float,525
ZoneInfiltration:DesignFlowRate,Level0:Zone21 Infiltration,Design Flow Rate,0.009366,0.009364329,0.009367671,Uniform,Float,526
Lights,Level0:Zone45 General lighting,Lighting Level,269.43,253.80306,293.6787,Uniform,Float,527
Lights,Level0:Zone45 General lighting,Fraction Radiant,0.42,0.399,0.441,Uniform,Float,528
Lights,Level0:Zone45 General lighting,Fraction Visible,0.18,0.171,0.189,Uniform,Float,529
ElectricEquipment,Level0:Zone45 Equipment 1,Design Level,158.5596,140.6423652,169.658772,Uniform,Float,530
ElectricEquipment,Level0:Zone45 Equipment 1,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,531
ZoneInfiltration:DesignFlowRate,Level0:Zone45 Infiltration,Design Flow Rate,0.002926,0.002924329,0.002927671,Uniform,Float,532
People,People Level0:Zone30,Number of People,3.878451,0.837745416,6.919156584,Uniform,Float,533
People,People Level0:Zone30,Fraction Radiant,0.3,0.285,0.315,Uniform,Float,534
Lights,Level0:Zone30 General lighting,Lighting Level,698.82,658.28844,761.7138,Uniform,Float,535
Lights,Level0:Zone30 General lighting,Fraction Radiant,0.42,0.399,0.441,Uniform,Float,536
Lights,Level0:Zone30 General lighting,Fraction Visible,0.18,0.171,0.189,Uniform,Float,537
ElectricEquipment,Level0:Zone30 Equipment 1,Design Level,411.2556,364.7837172,440.043492,Uniform,Float,538
ElectricEquipment,Level0:Zone30 Equipment 1,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,539
ZoneInfiltration:DesignFlowRate,Level0:Zone30 Infiltration,Design Flow Rate,0.00759,0.007588329,0.007591671,Uniform,Float,540
People,People Level0:Zone23,Number of People,3.2653869,0.70532357,5.82545023,Uniform,Float,541
People,People Level0:Zone23,Fraction Radiant,0.3,0.285,0.315,Uniform,Float,542
Lights,Level0:Zone23 General lighting,Lighting Level,588.358,554.233236,641.31022,Uniform,Float,543
Lights,Level0:Zone23 General lighting,Fraction Radiant,0.42,0.399,0.441,Uniform,Float,544
Lights,Level0:Zone23 General lighting,Fraction Visible,0.18,0.171,0.189,Uniform,Float,545
ElectricEquipment,Level0:Zone23 Equipment 1,Design Level,346.2487,307.1225969,370.486109,Uniform,Float,546
ElectricEquipment,Level0:Zone23 Equipment 1,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,547
ZoneInfiltration:DesignFlowRate,Level0:Zone23 Infiltration,Design Flow Rate,0.006578,0.006576329,0.006579671,Uniform,Float,548
People,People Level0:Zone4,Number of People,4.9865307,1.077090631,8.895970769,Uniform,Float,549
People,People Level0:Zone4,Fraction Radiant,0.3,0.285,0.315,Uniform,Float,550
Lights,Level0:Zone4 General lighting,Lighting Level,898.474,846.362508,979.33666,Uniform,Float,551
Lights,Level0:Zone4 General lighting,Fraction Radiant,0.42,0.399,0.441,Uniform,Float,552
Lights,Level0:Zone4 General lighting,Fraction Visible,0.18,0.171,0.189,Uniform,Float,553
ElectricEquipment,Level0:Zone4 Equipment 1,Design Level,528.7519,469.0029353,565.764533,Uniform,Float,554
ElectricEquipment,Level0:Zone4 Equipment 1,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,555
WaterUse:Equipment,DHW Level0:Zone4,Peak Flow Rate,2.77E-07,1.89E-07,4.06E-07,Uniform,Float,556
ZoneInfiltration:DesignFlowRate,Level0:Zone4 Infiltration,Design Flow Rate,0.010045,0.010043329,0.010046671,Uniform,Float,557
People,People Level0:Zone25,Number of People,2.8240398,0.609992597,5.038087003,Uniform,Float,558
People,People Level0:Zone25,Fraction Radiant,0.3,0.285,0.315,Uniform,Float,559
Lights,Level0:Zone25 General lighting,Lighting Level,508.836,479.323512,554.63124,Uniform,Float,560
Lights,Level0:Zone25 General lighting,Fraction Radiant,0.42,0.399,0.441,Uniform,Float,561
Lights,Level0:Zone25 General lighting,Fraction Visible,0.18,0.171,0.189,Uniform,Float,562
ElectricEquipment,Level0:Zone25 Equipment 1,Design Level,299.45,265.61215,320.4115,Uniform,Float,563
ElectricEquipment,Level0:Zone25 Equipment 1,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,564
ZoneInfiltration:DesignFlowRate,Level0:Zone25 Infiltration,Design Flow Rate,0.005689,0.005687329,0.005690671,Uniform,Float,565
People,People Level0:Zone38,Number of People,4.6324851,1.000616782,8.264353418,Uniform,Float,566
People,People Level0:Zone38,Fraction Radiant,0.3,0.285,0.315,Uniform,Float,567
Lights,Level0:Zone38 General lighting,Lighting Level,834.682,786.270444,909.80338,Uniform,Float,568
Lights,Level0:Zone38 General lighting,Fraction Radiant,0.42,0.399,0.441,Uniform,Float,569
Lights,Level0:Zone38 General lighting,Fraction Visible,0.18,0.171,0.189,Uniform,Float,570
ElectricEquipment,Level0:Zone38 Equipment 1,Design Level,491.2104,435.7036248,525.595128,Uniform,Float,571
ElectricEquipment,Level0:Zone38 Equipment 1,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,572
WaterUse:Equipment,DHW Level0:Zone38,Peak Flow Rate,2.58E-07,1.76E-07,3.78E-07,Uniform,Float,573
ZoneInfiltration:DesignFlowRate,Level0:Zone38 Infiltration,Design Flow Rate,0.009066,0.009064329,0.009067671,Uniform,Float,574
People,People Level0:Zone26,Number of People,1.668996,0.360503136,2.977488864,Uniform,Float,575
People,People Level0:Zone26,Fraction Radiant,0.3,0.285,0.315,Uniform,Float,576
Lights,Level0:Zone26 General lighting,Lighting Level,300.72,283.27824,327.7848,Uniform,Float,577
Lights,Level0:Zone26 General lighting,Fraction Radiant,0.42,0.399,0.441,Uniform,Float,578
Lights,Level0:Zone26 General lighting,Fraction Visible,0.18,0.171,0.189,Uniform,Float,579
ElectricEquipment,Level0:Zone26 Equipment 1,Design Level,176.9737,156.9756719,189.361859,Uniform,Float,580
ElectricEquipment,Level0:Zone26 Equipment 1,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,581
ZoneInfiltration:DesignFlowRate,Level0:Zone26 Infiltration,Design Flow Rate,0.003266,0.003264329,0.003267671,Uniform,Float,582
People,People Level0:Zone36,Number of People,1.851768837,0.399982069,3.303555605,Uniform,Float,583
People,People Level0:Zone36,Fraction Radiant,0.3,0.285,0.315,Uniform,Float,584
Lights,Level0:Zone36 General lighting,Lighting Level,164.683,155.131386,179.50447,Uniform,Float,585
Lights,Level0:Zone36 General lighting,Fraction Radiant,0.42,0.399,0.441,Uniform,Float,586
Lights,Level0:Zone36 General lighting,Fraction Visible,0.18,0.171,0.189,Uniform,Float,587
ElectricEquipment,Level0:Zone36 Equipment 1,Design Level,90.2463,80.0484681,96.563541,Uniform,Float,588
ElectricEquipment,Level0:Zone36 Equipment 1,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,589
ZoneInfiltration:DesignFlowRate,Level0:Zone36 Infiltration,Design Flow Rate,0.003682,0.003680329,0.003683671,Uniform,Float,590
Lights,Level0:Zone24 General lighting,Lighting Level,361.385,340.42467,393.90965,Uniform,Float,591
Lights,Level0:Zone24 General lighting,Fraction Radiant,0.42,0.399,0.441,Uniform,Float,592
Lights,Level0:Zone24 General lighting,Fraction Visible,0.18,0.171,0.189,Uniform,Float,593
ElectricEquipment,Level0:Zone24 Equipment 1,Design Level,610.5961,541.5987407,653.337827,Uniform,Float,594
ElectricEquipment,Level0:Zone24 Equipment 1,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,595
People,People Level0:Zone53,Number of People,32.77176311,7.078700832,58.46482539,Uniform,Float,596
People,People Level0:Zone53,Fraction Radiant,0.3,0.285,0.315,Uniform,Float,597
Lights,Level0:Zone53 General lighting,Lighting Level,1396.524,1315.525608,1522.21116,Uniform,Float,598
Lights,Level0:Zone53 General lighting,Fraction Radiant,0.42,0.399,0.441,Uniform,Float,599
Lights,Level0:Zone53 General lighting,Fraction Visible,0.18,0.171,0.189,Uniform,Float,600
ElectricEquipment,Level0:Zone53 Equipment 1,Design Level,516.7139,458.3252293,552.883873,Uniform,Float,601
ElectricEquipment,Level0:Zone53 Equipment 1,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,602
ZoneInfiltration:DesignFlowRate,Level0:Zone53 Infiltration,Design Flow Rate,0.083393,0.083391329,0.083394671,Uniform,Float,603
People,People Level0:Zone22,Number of People,3.0852228,0.666408125,5.504037475,Uniform,Float,604
People,People Level0:Zone22,Fraction Radiant,0.3,0.285,0.315,Uniform,Float,605
Lights,Level0:Zone22 General lighting,Lighting Level,555.896,523.654032,605.92664,Uniform,Float,606
Lights,Level0:Zone22 General lighting,Fraction Radiant,0.42,0.399,0.441,Uniform,Float,607
Lights,Level0:Zone22 General lighting,Fraction Visible,0.18,0.171,0.189,Uniform,Float,608
ElectricEquipment,Level0:Zone22 Equipment 1,Design Level,327.1448,290.1774376,350.044936,Uniform,Float,609
ElectricEquipment,Level0:Zone22 Equipment 1,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,610
ZoneInfiltration:DesignFlowRate,Level0:Zone22 Infiltration,Design Flow Rate,0.006215,0.006213329,0.006216671,Uniform,Float,611
People,People Level0:Zone29,Number of People,2.5953909,0.560604434,4.630177366,Uniform,Float,612
People,People Level0:Zone29,Fraction Radiant,0.3,0.285,0.315,Uniform,Float,613
Lights,Level0:Zone29 General lighting,Lighting Level,467.638,440.514996,509.72542,Uniform,Float,614
Lights,Level0:Zone29 General lighting,Fraction Radiant,0.42,0.399,0.441,Uniform,Float,615
Lights,Level0:Zone29 General lighting,Fraction Visible,0.18,0.171,0.189,Uniform,Float,616
ElectricEquipment,Level0:Zone29 Equipment 1,Design Level,275.205,244.106835,294.46935,Uniform,Float,617
ElectricEquipment,Level0:Zone29 Equipment 1,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,618
ZoneInfiltration:DesignFlowRate,Level0:Zone29 Infiltration,Design Flow Rate,0.005228,0.005226329,0.005229671,Uniform,Float,619
People,People Level0:Zone31,Number of People,2.0655102,0.446150203,3.684870197,Uniform,Float,620
People,People Level0:Zone31,Fraction Radiant,0.3,0.285,0.315,Uniform,Float,621
Lights,Level0:Zone31 General lighting,Lighting Level,372.164,350.578488,405.65876,Uniform,Float,622
Lights,Level0:Zone31 General lighting,Fraction Radiant,0.42,0.399,0.441,Uniform,Float,623
Lights,Level0:Zone31 General lighting,Fraction Visible,0.18,0.171,0.189,Uniform,Float,624
ElectricEquipment,Level0:Zone31 Equipment 1,Design Level,219.0185,194.2694095,234.349795,Uniform,Float,625
ElectricEquipment,Level0:Zone31 Equipment 1,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,626
ZoneInfiltration:DesignFlowRate,Level0:Zone31 Infiltration,Design Flow Rate,0.004161,0.004159329,0.004162671,Uniform,Float,627
People,People Level0:Zone49,Number of People,1.192599463,0.257601484,2.127597442,Uniform,Float,628
People,People Level0:Zone49,Fraction Radiant,0.3,0.285,0.315,Uniform,Float,629
People,People Level0:Zone9,Number of People,4.739589,1.023751224,8.455426776,Uniform,Float,630
People,People Level0:Zone9,Fraction Radiant,0.3,0.285,0.315,Uniform,Float,631
Lights,Level0:Zone9 General lighting,Lighting Level,853.98,804.44916,930.8382,Uniform,Float,632
Lights,Level0:Zone9 General lighting,Fraction Radiant,0.42,0.399,0.441,Uniform,Float,633
Lights,Level0:Zone9 General lighting,Fraction Visible,0.18,0.171,0.189,Uniform,Float,634
ElectricEquipment,Level0:Zone9 Equipment 1,Design Level,502.5672,445.7771064,537.746904,Uniform,Float,635
ElectricEquipment,Level0:Zone9 Equipment 1,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,636
WaterUse:Equipment,DHW Level0:Zone9,Peak Flow Rate,2.64E-07,1.80E-07,3.87E-07,Uniform,Float,637
ZoneInfiltration:DesignFlowRate,Level0:Zone9 Infiltration,Design Flow Rate,0.009548,0.009546329,0.009549671,Uniform,Float,638
People,People Level0AddedPart:Zone2,Number of People,2.7093768,0.585225389,4.833528211,Uniform,Float,639
People,People Level0AddedPart:Zone2,Fraction Radiant,0.3,0.285,0.315,Uniform,Float,640
Lights,Level0AddedPart:Zone2 General lighting,Lighting Level,488.176,459.861792,532.11184,Uniform,Float,641
Lights,Level0AddedPart:Zone2 General lighting,Fraction Radiant,0.42,0.399,0.441,Uniform,Float,642
Lights,Level0AddedPart:Zone2 General lighting,Fraction Visible,0.18,0.171,0.189,Uniform,Float,643
ElectricEquipment,Level0AddedPart:Zone2 Computing gain 1,Design Level,146.4528,129.9036336,156.704496,Uniform,Float,644
ElectricEquipment,Level0AddedPart:Zone2 Computing gain 1,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,645
ElectricEquipment,Level0AddedPart:Zone2 Equipment 2,Design Level,146.4528,129.9036336,156.704496,Uniform,Float,646
ElectricEquipment,Level0AddedPart:Zone2 Equipment 2,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,647
ZoneInfiltration:DesignFlowRate,Level0AddedPart:Zone2 Infiltration,Design Flow Rate,0.005302,0.005300329,0.005303671,Uniform,Float,648
People,People Level0AddedPart:Zone3,Number of People,16.2118608,3.501761933,28.92195967,Uniform,Float,649
People,People Level0AddedPart:Zone3,Fraction Radiant,0.3,0.285,0.315,Uniform,Float,650
Lights,Level0AddedPart:Zone3 General lighting,Lighting Level,2921.056,2751.634752,3183.95104,Uniform,Float,651
Lights,Level0AddedPart:Zone3 General lighting,Fraction Radiant,0.42,0.399,0.441,Uniform,Float,652
Lights,Level0AddedPart:Zone3 General lighting,Fraction Visible,0.18,0.171,0.189,Uniform,Float,653
ElectricEquipment,Level0AddedPart:Zone3 Computing gain 1,Design Level,876.3168,777.2930016,937.658976,Uniform,Float,654
ElectricEquipment,Level0AddedPart:Zone3 Computing gain 1,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,655
ElectricEquipment,Level0AddedPart:Zone3 Equipment 2,Design Level,876.3168,777.2930016,937.658976,Uniform,Float,656
ElectricEquipment,Level0AddedPart:Zone3 Equipment 2,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,657
WaterUse:Equipment,DHW Level0AddedPart:Zone3,Peak Flow Rate,9.02E-07,6.15E-07,1.32E-06,Uniform,Float,658
ZoneInfiltration:DesignFlowRate,Level0AddedPart:Zone3 Infiltration,Design Flow Rate,0.031726,0.031724329,0.031727671,Uniform,Float,659
People,People Level1AddedPart:Zone1,Number of People,25.99410725,5.614727166,46.37348733,Uniform,Float,660
People,People Level1AddedPart:Zone1,Fraction Radiant,0.3,0.285,0.315,Uniform,Float,661
Lights,Level1AddedPart:Zone1 General lighting,Lighting Level,2577.928,2428.408176,2809.94152,Uniform,Float,662
Lights,Level1AddedPart:Zone1 General lighting,Fraction Radiant,0.42,0.399,0.441,Uniform,Float,663
Lights,Level1AddedPart:Zone1 General lighting,Fraction Visible,0.18,0.171,0.189,Uniform,Float,664
ElectricEquipment,Level1AddedPart:Zone1 Equipment 1,Design Level,1595.7374,1415.419074,1707.439018,Uniform,Float,665
ElectricEquipment,Level1AddedPart:Zone1 Equipment 1,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,666
ZoneInfiltration:DesignFlowRate,Level1AddedPart:Zone1 Infiltration,Design Flow Rate,0.082822,0.082820329,0.082823671,Uniform,Float,667
People,People Level1AddedPart:Zone3,Number of People,2.876356258,0.621292952,5.131419564,Uniform,Float,668
People,People Level1AddedPart:Zone3,Fraction Radiant,0.3,0.285,0.315,Uniform,Float,669
ZoneInfiltration:DesignFlowRate,Level1AddedPart:Zone3 Infiltration,Design Flow Rate,0.005482,0.005480329,0.005483671,Uniform,Float,670
People,People Level1AddedPart:Zone13,Number of People,18.3078516,3.954495946,32.66120725,Uniform,Float,671
People,People Level1AddedPart:Zone13,Fraction Radiant,0.3,0.285,0.315,Uniform,Float,672
Lights,Level1AddedPart:Zone13 General lighting,Lighting Level,3298.712,3107.386704,3595.59608,Uniform,Float,673
Lights,Level1AddedPart:Zone13 General lighting,Fraction Radiant,0.42,0.399,0.441,Uniform,Float,674
Lights,Level1AddedPart:Zone13 General lighting,Fraction Visible,0.18,0.171,0.189,Uniform,Float,675
ElectricEquipment,Level1AddedPart:Zone13 Computing gain 1,Design Level,989.6136,877.7872632,1058.886552,Uniform,Float,676
ElectricEquipment,Level1AddedPart:Zone13 Computing gain 1,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,677
ElectricEquipment,Level1AddedPart:Zone13 Equipment 2,Design Level,989.6136,877.7872632,1058.886552,Uniform,Float,678
ElectricEquipment,Level1AddedPart:Zone13 Equipment 2,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,679
WaterUse:Equipment,DHW Level1AddedPart:Zone13,Peak Flow Rate,1.02E-06,6.96E-07,1.49E-06,Uniform,Float,680
ZoneInfiltration:DesignFlowRate,Level1AddedPart:Zone13 Infiltration,Design Flow Rate,0.036881,0.036879329,0.036882671,Uniform,Float,681
DesignSpecification:OutdoorAir,Level1:Zone14,Outdoor Air Flow Air Changes per Hour,0.25,0.243983864,0.256016136,Uniform,Float,682
DesignSpecification:OutdoorAir,Level1:Zone7,Outdoor Air Flow Air Changes per Hour,0.25,0.243983864,0.256016136,Uniform,Float,683
DesignSpecification:OutdoorAir,Level1:Zone15,Outdoor Air Flow Air Changes per Hour,0.25,0.243983864,0.256016136,Uniform,Float,684
DesignSpecification:OutdoorAir,Level1Z1:Zone1,Outdoor Air Flow Air Changes per Hour,0.25,0.243983864,0.256016136,Uniform,Float,685
DesignSpecification:OutdoorAir,Level1Z1:Zone39,Outdoor Air Flow Air Changes per Hour,0.25,0.243983864,0.256016136,Uniform,Float,686
DesignSpecification:OutdoorAir,Level1Z1:Zone2,Outdoor Air Flow Air Changes per Hour,0.25,0.243983864,0.256016136,Uniform,Float,687
DesignSpecification:OutdoorAir,Level1Z1:Zone43,Outdoor Air Flow Air Changes per Hour,0.25,0.243983864,0.256016136,Uniform,Float,688
DesignSpecification:OutdoorAir,Level1Z1:Zone38,Outdoor Air Flow Air Changes per Hour,0.25,0.243983864,0.256016136,Uniform,Float,689
DesignSpecification:OutdoorAir,Level1Z1:Zone3,Outdoor Air Flow Air Changes per Hour,0.25,0.243983864,0.256016136,Uniform,Float,690
DesignSpecification:OutdoorAir,Level1Z1:Zone5,Outdoor Air Flow Air Changes per Hour,0.25,0.243983864,0.256016136,Uniform,Float,691
DesignSpecification:OutdoorAir,Level1Z1:Zone6,Outdoor Air Flow Air Changes per Hour,0.25,0.243983864,0.256016136,Uniform,Float,692
DesignSpecification:OutdoorAir,Level1Z1:Zone8,Outdoor Air Flow Air Changes per Hour,0.25,0.243983864,0.256016136,Uniform,Float,693
DesignSpecification:OutdoorAir,Level1Z1:Zone10,Outdoor Air Flow Air Changes per Hour,0.25,0.243983864,0.256016136,Uniform,Float,694
DesignSpecification:OutdoorAir,Level1Z1:Zone11,Outdoor Air Flow Air Changes per Hour,0.25,0.243983864,0.256016136,Uniform,Float,695
DesignSpecification:OutdoorAir,Level1Z1:Zone13,Outdoor Air Flow Air Changes per Hour,0.25,0.243983864,0.256016136,Uniform,Float,696
DesignSpecification:OutdoorAir,Level2:Zone4,Outdoor Air Flow Air Changes per Hour,0.25,0.243983864,0.256016136,Uniform,Float,697
DesignSpecification:OutdoorAir,Level2:Zone5,Outdoor Air Flow Air Changes per Hour,0.25,0.243983864,0.256016136,Uniform,Float,698
DesignSpecification:OutdoorAir,Level2:Zone3,Outdoor Air Flow Air Changes per Hour,0.25,0.243983864,0.256016136,Uniform,Float,699
DesignSpecification:OutdoorAir,Level2:Zone36,Outdoor Air Flow Air Changes per Hour,0.25,0.243983864,0.256016136,Uniform,Float,700
DesignSpecification:OutdoorAir,Level2:Zone6,Outdoor Air Flow Air Changes per Hour,0.25,0.243983864,0.256016136,Uniform,Float,701
DesignSpecification:OutdoorAir,Level2:Zone12,Outdoor Air Flow Air Changes per Hour,0.25,0.243983864,0.256016136,Uniform,Float,702
DesignSpecification:OutdoorAir,Level2:Zone7,Outdoor Air Flow Air Changes per Hour,0.25,0.243983864,0.256016136,Uniform,Float,703
DesignSpecification:OutdoorAir,Level2:Zone1,Outdoor Air Flow Air Changes per Hour,0.25,0.243983864,0.256016136,Uniform,Float,704
DesignSpecification:OutdoorAir,Level2:Zone18,Outdoor Air Flow Air Changes per Hour,0.25,0.243983864,0.256016136,Uniform,Float,705
DesignSpecification:OutdoorAir,Level2:Zone29,Outdoor Air Flow Air Changes per Hour,0.25,0.243983864,0.256016136,Uniform,Float,706
DesignSpecification:OutdoorAir,Level2:Zone35,Outdoor Air Flow Air Changes per Hour,0.25,0.243983864,0.256016136,Uniform,Float,707
DesignSpecification:OutdoorAir,Level0:Zone2,Outdoor Air Flow Air Changes per Hour,0.25,0.243983864,0.256016136,Uniform,Float,708
DesignSpecification:OutdoorAir,Level0:Zone6,Outdoor Air Flow Air Changes per Hour,0.25,0.243983864,0.256016136,Uniform,Float,709
DesignSpecification:OutdoorAir,Level0:Zone8,Outdoor Air Flow Air Changes per Hour,0.25,0.243983864,0.256016136,Uniform,Float,710
DesignSpecification:OutdoorAir,Level0:Zone13,Outdoor Air Flow Air Changes per Hour,0.25,0.243983864,0.256016136,Uniform,Float,711
DesignSpecification:OutdoorAir,Level0:Zone32,Outdoor Air Flow Air Changes per Hour,0.25,0.243983864,0.256016136,Uniform,Float,712
DesignSpecification:OutdoorAir,Level0:Zone1,Outdoor Air Flow Air Changes per Hour,0.25,0.243983864,0.256016136,Uniform,Float,713
DesignSpecification:OutdoorAir,Level0:Zone20,Outdoor Air Flow Air Changes per Hour,0.25,0.243983864,0.256016136,Uniform,Float,714
DesignSpecification:OutdoorAir,Level0:Zone21,Outdoor Air Flow Air Changes per Hour,0.25,0.243983864,0.256016136,Uniform,Float,715
DesignSpecification:OutdoorAir,Level0:Zone30,Outdoor Air Flow Air Changes per Hour,0.25,0.243983864,0.256016136,Uniform,Float,716
DesignSpecification:OutdoorAir,Level0:Zone23,Outdoor Air Flow Air Changes per Hour,0.25,0.243983864,0.256016136,Uniform,Float,717
DesignSpecification:OutdoorAir,Level0:Zone4,Outdoor Air Flow Air Changes per Hour,0.25,0.243983864,0.256016136,Uniform,Float,718
DesignSpecification:OutdoorAir,Level0:Zone25,Outdoor Air Flow Air Changes per Hour,0.25,0.243983864,0.256016136,Uniform,Float,719
DesignSpecification:OutdoorAir,Level0:Zone53,Outdoor Air Flow Air Changes per Hour,0.25,0.243983864,0.256016136,Uniform,Float,720
DesignSpecification:OutdoorAir,Level0:Zone22,Outdoor Air Flow Air Changes per Hour,0.25,0.243983864,0.256016136,Uniform,Float,721
DesignSpecification:OutdoorAir,Level0:Zone29,Outdoor Air Flow Air Changes per Hour,0.25,0.243983864,0.256016136,Uniform,Float,722
DesignSpecification:OutdoorAir,Level0:Zone9,Outdoor Air Flow Air Changes per Hour,0.25,0.243983864,0.256016136,Uniform,Float,723
DesignSpecification:OutdoorAir,Level0AddedPart:Zone3,Outdoor Air Flow Air Changes per Hour,0.25,0.243983864,0.256016136,Uniform,Float,724
DesignSpecification:OutdoorAir,Level1AddedPart:Zone1,Outdoor Air Flow Air Changes per Hour,0.25,0.243983864,0.256016136,Uniform,Float,725
DesignSpecification:OutdoorAir,Level1AddedPart:Zone3,Outdoor Air Flow Air Changes per Hour,0.25,0.243983864,0.256016136,Uniform,Float,726
DesignSpecification:OutdoorAir,Level1AddedPart:Zone13,Outdoor Air Flow Air Changes per Hour,0.25,0.243983864,0.256016136,Uniform,Float,727
