,Class,Object,Field,Default,Minimum,Maximum,Type,Group
3486,Lights,Level1AddedPart:Zone2 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G664
3487,Lights,Level1AddedPart:Zone2 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G665
3500,ZoneInfiltration:DesignFlowRate,Level1AddedPart:Zone2 Infiltration,Design Flow Rate,0.000287,0.0002853288509802427,0.00028867114901975726,Float,G681
3506,People,People Level1AddedPart:Zone13,Number of People,18.3078516,3.9544959455999997,32.6612072544,Float,G698
3507,People,People Level1AddedPart:Zone13,Fraction Radiant,0.3,0.285,0.315,Float,G699
3508,People,People Level1AddedPart:Zone13,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G661
3509,Lights,Level1AddedPart:Zone13 General lighting,Lighting Level,3298.712,3107.386704,3595.59608,Float,G662
3510,Lights,Level1AddedPart:Zone13 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G663
3511,Lights,Level1AddedPart:Zone13 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G664
3512,Lights,Level1AddedPart:Zone13 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G665
3513,ElectricEquipment,Level1AddedPart:Zone13 Computing gain 1,Design Level,989.6136,877.7872632,1058.886552,Float,G733
3514,ElectricEquipment,Level1AddedPart:Zone13 Computing gain 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G734
3515,ElectricEquipment,Level1AddedPart:Zone13 Equipment 2,Design Level,989.6136,877.7872632,1058.886552,Float,G735
3516,ElectricEquipment,Level1AddedPart:Zone13 Equipment 2,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G736
3517,WaterUse:Equipment,DHW Level1AddedPart:Zone13,Peak Flow Rate,1.02e-06,6.9564e-07,1.4943e-06,Float,G702
3530,ZoneInfiltration:DesignFlowRate,Level1AddedPart:Zone13 Infiltration,Design Flow Rate,0.036881,0.03687932885098024,0.036882671149019754,Float,G681
3536,People,People ExtensionNE:Zone1,Number of People,0.2412474,0.052109438399999986,0.4303853616,Float,G741
3537,People,People ExtensionNE:Zone1,Fraction Radiant,0.3,0.285,0.315,Float,G742
3538,People,People ExtensionNE:Zone1,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G743
3539,Lights,ExtensionNE:Zone1 General lighting,Lighting Level,43.468,40.946856000000004,47.380120000000005,Float,G744
3540,Lights,ExtensionNE:Zone1 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G745
3541,Lights,ExtensionNE:Zone1 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G746
3542,Lights,ExtensionNE:Zone1 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G747
3543,ElectricEquipment,ExtensionNE:Zone1 Computing gain 1,Design Level,13.0404,11.5668348,13.953228,Float,G748
3544,ElectricEquipment,ExtensionNE:Zone1 Computing gain 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G749
3545,ElectricEquipment,ExtensionNE:Zone1 Equipment 2,Design Level,13.0404,11.5668348,13.953228,Float,G750
3546,ElectricEquipment,ExtensionNE:Zone1 Equipment 2,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G751
3547,WaterUse:Equipment,DHW ExtensionNE:Zone1,Peak Flow Rate,1.34e-08,9.138799999999999e-09,1.9631e-08,Float,G752
3560,ZoneInfiltration:DesignFlowRate,ExtensionNE:Zone1 Infiltration,Design Flow Rate,0.000657,0.0006553288509802427,0.0006586711490197574,Float,G763
3566,People,People ExtensionSW:Zone1,Number of People,0.2412474,0.052109438399999986,0.4303853616,Float,G769
3567,People,People ExtensionSW:Zone1,Fraction Radiant,0.3,0.285,0.315,Float,G770
3568,People,People ExtensionSW:Zone1,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G771
3569,Lights,ExtensionSW:Zone1 General lighting,Lighting Level,43.468,40.946856000000004,47.380120000000005,Float,G772
3570,Lights,ExtensionSW:Zone1 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G773
3571,Lights,ExtensionSW:Zone1 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G774
3572,Lights,ExtensionSW:Zone1 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G775
3573,ElectricEquipment,ExtensionSW:Zone1 Computing gain 1,Design Level,13.0404,11.5668348,13.953228,Float,G776
3574,ElectricEquipment,ExtensionSW:Zone1 Computing gain 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G777
3575,ElectricEquipment,ExtensionSW:Zone1 Equipment 2,Design Level,13.0404,11.5668348,13.953228,Float,G778
3576,ElectricEquipment,ExtensionSW:Zone1 Equipment 2,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G779
3577,WaterUse:Equipment,DHW ExtensionSW:Zone1,Peak Flow Rate,1.34e-08,9.138799999999999e-09,1.9631e-08,Float,G780
3590,ZoneInfiltration:DesignFlowRate,ExtensionSW:Zone1 Infiltration,Design Flow Rate,0.000657,0.0006553288509802427,0.0006586711490197574,Float,G790
3593,WindowProperty:FrameAndDivider,1,Frame Conductance,9.5,9.287257972809007,9.712742027190993,Float,G793
3595,WindowProperty:FrameAndDivider,1,Frame Solar Absorptance,0.5,0.402,0.598,Float,G795
3596,WindowProperty:FrameAndDivider,1,Frame Visible Absorptance,0.5,0.402,0.598,Float,G796
3597,WindowProperty:FrameAndDivider,1,Frame Thermal Hemispherical Emissivity,0.9,0.8608,0.9392,Float,G797
3601,WindowProperty:FrameAndDivider,1,Divider Conductance,9.5,9.287257972809007,9.712742027190993,Float,G801
3603,WindowProperty:FrameAndDivider,1,Divider Solar Absorptance,0.5,0.402,0.598,Float,G803
3604,WindowProperty:FrameAndDivider,1,Divider Visible Absorptance,0.5,0.402,0.598,Float,G804
3605,WindowProperty:FrameAndDivider,1,Divider Thermal Hemispherical Emissivity,0.9,0.8608,0.9392,Float,G805
3606,WindowProperty:FrameAndDivider,1,Outside Reveal Solar Absorptance,0.5,0.402,0.598,Float,G806
3607,WindowProperty:FrameAndDivider,1,Inside Sill Solar Absorptance,0.5,0.402,0.598,Float,G807
3608,WindowProperty:FrameAndDivider,1,Inside Reveal Solar Absorptance,0.5,0.402,0.598,Float,G808
3615,DesignSpecification:OutdoorAir,Level1:Zone14,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3622,DesignSpecification:OutdoorAir,Level1:Zone1,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3629,DesignSpecification:OutdoorAir,Level1:Zone6,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3636,DesignSpecification:OutdoorAir,Level1:Zone3,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3643,DesignSpecification:OutdoorAir,Level1:Zone2,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3650,DesignSpecification:OutdoorAir,Level1:Zone4,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3657,DesignSpecification:OutdoorAir,Level1:Zone5,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3664,DesignSpecification:OutdoorAir,Level1:Zone10,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3671,DesignSpecification:OutdoorAir,Level1:Zone7,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3678,DesignSpecification:OutdoorAir,Level1:Zone9,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3685,DesignSpecification:OutdoorAir,Level1:Zone15,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3692,DesignSpecification:OutdoorAir,Level1:Zone11,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3699,DesignSpecification:OutdoorAir,Level1Z1:Zone1,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3706,DesignSpecification:OutdoorAir,Level1Z1:Zone4,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3713,DesignSpecification:OutdoorAir,Level1Z1:Zone51,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3720,DesignSpecification:OutdoorAir,Level1Z1:Zone39,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3727,DesignSpecification:OutdoorAir,Level1Z1:Zone9,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3734,DesignSpecification:OutdoorAir,Level1Z1:Zone12,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3741,DesignSpecification:OutdoorAir,Level1Z1:Zone7,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3748,DesignSpecification:OutdoorAir,Level1Z1:Zone45,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3755,DesignSpecification:OutdoorAir,Level1Z1:Zone47,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3762,DesignSpecification:OutdoorAir,Level1Z1:Zone44,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3769,DesignSpecification:OutdoorAir,Level1Z1:Zone2,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3776,DesignSpecification:OutdoorAir,Level1Z1:Zone43,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3783,DesignSpecification:OutdoorAir,Level1Z1:Zone37,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3790,DesignSpecification:OutdoorAir,Level1Z1:Zone36,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3797,DesignSpecification:OutdoorAir,Level1Z1:Zone38,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3804,DesignSpecification:OutdoorAir,Level1Z1:Zone35,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3811,DesignSpecification:OutdoorAir,Level1Z1:Zone33,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3818,DesignSpecification:OutdoorAir,Level1Z1:Zone34,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3825,DesignSpecification:OutdoorAir,Level1Z1:Zone3,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3832,DesignSpecification:OutdoorAir,Level1Z1:Zone5,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3839,DesignSpecification:OutdoorAir,Level1Z1:Zone6,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3846,DesignSpecification:OutdoorAir,Level1Z1:Zone8,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3853,DesignSpecification:OutdoorAir,Level1Z1:Zone10,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3860,DesignSpecification:OutdoorAir,Level1Z1:Zone29,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3867,DesignSpecification:OutdoorAir,Level1Z1:Zone28,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3874,DesignSpecification:OutdoorAir,Level1Z1:Zone11,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3881,DesignSpecification:OutdoorAir,Level1Z1:Zone13,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3888,DesignSpecification:OutdoorAir,Level2:Zone4,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3895,DesignSpecification:OutdoorAir,Level2:Zone5,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3902,DesignSpecification:OutdoorAir,Level2:Zone10,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3909,DesignSpecification:OutdoorAir,Level2:Zone17,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3916,DesignSpecification:OutdoorAir,Level2:Zone3,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3923,DesignSpecification:OutdoorAir,Level2:Zone15,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3930,DesignSpecification:OutdoorAir,Level2:Zone36,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3937,DesignSpecification:OutdoorAir,Level2:Zone6,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3944,DesignSpecification:OutdoorAir,Level2:Zone12,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3951,DesignSpecification:OutdoorAir,Level2:Zone26,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3958,DesignSpecification:OutdoorAir,Level2:Zone7,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3965,DesignSpecification:OutdoorAir,Level2:Zone1,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3972,DesignSpecification:OutdoorAir,Level2:Zone18,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3979,DesignSpecification:OutdoorAir,Level2:Zone25,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3986,DesignSpecification:OutdoorAir,Level2:Zone29,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
3993,DesignSpecification:OutdoorAir,Level2:Zone33,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
4000,DesignSpecification:OutdoorAir,Level2:Zone35,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
4007,DesignSpecification:OutdoorAir,Level2:Zone38,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
4014,DesignSpecification:OutdoorAir,Level2:Zone39,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
4021,DesignSpecification:OutdoorAir,Level2:Zone30,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
4028,DesignSpecification:OutdoorAir,Level2:Zone37,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
4035,DesignSpecification:OutdoorAir,Level2:Zone34,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
4042,DesignSpecification:OutdoorAir,Level0:Zone2,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
4049,DesignSpecification:OutdoorAir,Level0:Zone35,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
4056,DesignSpecification:OutdoorAir,Level0:Zone28,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
4063,DesignSpecification:OutdoorAir,Level0:Zone6,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
4070,DesignSpecification:OutdoorAir,Level0:Zone8,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
4077,DesignSpecification:OutdoorAir,Level0:Zone18,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
4084,DesignSpecification:OutdoorAir,Level0:Zone17,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
4091,DesignSpecification:OutdoorAir,Level0:Zone12,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
4098,DesignSpecification:OutdoorAir,Level0:Zone14,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
4105,DesignSpecification:OutdoorAir,Level0:Zone15,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
4112,DesignSpecification:OutdoorAir,Level0:Zone11,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
4119,DesignSpecification:OutdoorAir,Level0:Zone13,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
4126,DesignSpecification:OutdoorAir,Level0:Zone7,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
4133,DesignSpecification:OutdoorAir,Level0:Zone32,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
4140,DesignSpecification:OutdoorAir,Level0:Zone1,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
4147,DesignSpecification:OutdoorAir,Level0:Zone51,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
4154,DesignSpecification:OutdoorAir,Level0:Zone44,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
4161,DesignSpecification:OutdoorAir,Level0:Zone33,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
4168,DesignSpecification:OutdoorAir,Level0:Zone46,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
4175,DesignSpecification:OutdoorAir,Level0:Zone27,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
4182,DesignSpecification:OutdoorAir,Level0:Zone20,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
4189,DesignSpecification:OutdoorAir,Level0:Zone43,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
4196,DesignSpecification:OutdoorAir,Level0:Zone21,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
4203,DesignSpecification:OutdoorAir,Level0:Zone45,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
4210,DesignSpecification:OutdoorAir,Level0:Zone30,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
4217,DesignSpecification:OutdoorAir,Level0:Zone23,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
4224,DesignSpecification:OutdoorAir,Level0:Zone4,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
4231,DesignSpecification:OutdoorAir,Level0:Zone25,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
4238,DesignSpecification:OutdoorAir,Level0:Zone38,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
4245,DesignSpecification:OutdoorAir,Level0:Zone26,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
4252,DesignSpecification:OutdoorAir,Level0:Zone36,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
4259,DesignSpecification:OutdoorAir,Level0:Zone34,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
4266,DesignSpecification:OutdoorAir,Level0:Zone24,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
4273,DesignSpecification:OutdoorAir,Level0:Zone53,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
4280,DesignSpecification:OutdoorAir,Level0:Zone22,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
4287,DesignSpecification:OutdoorAir,Level0:Zone29,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
4294,DesignSpecification:OutdoorAir,Level0:Zone31,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
4301,DesignSpecification:OutdoorAir,Level0:Zone49,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
4308,DesignSpecification:OutdoorAir,Level0:Zone48,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
4315,DesignSpecification:OutdoorAir,Level0:Zone9,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G815
4322,DesignSpecification:OutdoorAir,Level0AddedPart:Zone2,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G826
4329,DesignSpecification:OutdoorAir,Level0AddedPart:Zone1,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G826
4336,DesignSpecification:OutdoorAir,Level0AddedPart:Zone3,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G826
4343,DesignSpecification:OutdoorAir,Level1AddedPart:Zone1,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G826
4350,DesignSpecification:OutdoorAir,Level1AddedPart:Zone3,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G826
4357,DesignSpecification:OutdoorAir,Level1AddedPart:Zone5,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G826
4364,DesignSpecification:OutdoorAir,Level1AddedPart:Zone9,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G826
4371,DesignSpecification:OutdoorAir,Level1AddedPart:Zone10,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G826
4378,DesignSpecification:OutdoorAir,Level1AddedPart:Zone11,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G826
4385,DesignSpecification:OutdoorAir,Level1AddedPart:Zone12,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G826
4392,DesignSpecification:OutdoorAir,Level1AddedPart:Zone8,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G826
4399,DesignSpecification:OutdoorAir,Level1AddedPart:Zone7,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G826
4406,DesignSpecification:OutdoorAir,Level1AddedPart:Zone2,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G826
4413,DesignSpecification:OutdoorAir,Level1AddedPart:Zone13,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G826
4420,DesignSpecification:OutdoorAir,ExtensionNE:Zone1,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G833
4427,DesignSpecification:OutdoorAir,ExtensionSW:Zone1,Outdoor Air Flow Air Changes per Hour,0.25,0.24398386352887372,0.25601613647112625,Float,G838
