Class,Object,Field,Default,Minimum,Maximum,Type,Group
Lights,Level0:Zone11 General lighting,Fraction Visible,0.18,0.162,0.198,Float,G214
Lights,Level0:Zone11 General lighting,Fraction Replaceable,1,0.9,1,Float,G215
ElectricEquipment,Level0:Zone11 Equipment 1,Design Level,26.1338,23.52042,28.74718,Float,G503
ElectricEquipment,Level0:Zone11 Equipment 1,Fraction Radiant,0.2,0.18,0.22,Float,G504
Daylighting:Controls,Level0:Zone11,Total Daylighting Reference Points,1,1,1.1,Integer,G218
Daylighting:Controls,Level0:Zone11,X-Coordinate of First Reference Point,66.86,60.174,73.546,Float,G219
Daylighting:Controls,Level0:Zone11,Y-Coordinate of First Reference Point,110.315,99.2835,121.3465,Float,G219
Daylighting:Controls,Level0:Zone11,Z-Coordinate of First Reference Point,4.3,3.87,4.73,Float,G219
Daylighting:Controls,Level0:Zone11,Fraction of Zone Controlled by First Reference Point,1,0.9,1,Float,G220
Daylighting:Controls,Level0:Zone11,Illuminance Setpoint at First Reference Point,100,90,110,Float,G221
Daylighting:Controls,Level0:Zone11,Illuminance Setpoint at Second Reference Point,300,270,330,Float,G222
Daylighting:Controls,Level0:Zone11,Lighting Control Type,3,2.7,3,Integer,G223
Daylighting:Controls,Level0:Zone11,Maximum Allowable Discomfort Glare Index,22,19.8,24.2,Float,G224
Daylighting:Controls,Level0:Zone11,Minimum Input Power Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G225
Daylighting:Controls,Level0:Zone11,Minimum Light Output Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G226
Daylighting:Controls,Level0:Zone11,Probability Lighting will be Reset When Needed in Manual Stepped Control,1,0.9,1,Float,G227
ZoneInfiltration:DesignFlowRate,Level0:Zone11 Infiltration,Design Flow Rate,0.003159,0.0028431,0.0034749,Float,G228
ZoneInfiltration:DesignFlowRate,Level0:Zone11 Infiltration,Constant Term Coefficient,1,0.9,1.1,Float,G229
Zone,Level0:Zone13,Type,1,1,1,Integer,G558
Zone,Level0:Zone13,Multiplier,1,1,1.1,Integer,G559
Zone,Level0:Zone13,Volume,138.3273,124.49457,152.16003,Float,G560
Zone,Level0:Zone13,Floor Area,39.5221,35.56989,43.47431,Float,G561
People,People Level0:Zone13,Number of People,4.3869531,3.94825779,4.82564841,Float,G562
People,People Level0:Zone13,Fraction Radiant,0.3,0.27,0.33,Float,G563
People,People Level0:Zone13,Carbon Dioxide Generation Rate,3.82E-08,3.44E-08,4.20E-08,Float,G211
Lights,Level0:Zone13 General lighting,Lighting Level,790.442,711.3978,869.4862,Float,G564
Lights,Level0:Zone13 General lighting,Fraction Radiant,0.42,0.378,0.462,Float,G213
Lights,Level0:Zone13 General lighting,Fraction Visible,0.18,0.162,0.198,Float,G214
Lights,Level0:Zone13 General lighting,Fraction Replaceable,1,0.9,1,Float,G215
ElectricEquipment,Level0:Zone13 Equipment 1,Design Level,465.1751,418.65759,511.69261,Float,G413
ElectricEquipment,Level0:Zone13 Equipment 1,Fraction Radiant,0.2,0.18,0.22,Float,G414
WaterUse:Equipment,DHW Level0:Zone13,Peak Flow Rate,2.44E-07,2.20E-07,2.68E-07,Float,G565
Daylighting:Controls,Level0:Zone13,Total Daylighting Reference Points,1,1,1.1,Integer,G218
Daylighting:Controls,Level0:Zone13,X-Coordinate of First Reference Point,63.756,57.3804,70.1316,Float,G219
Daylighting:Controls,Level0:Zone13,Y-Coordinate of First Reference Point,112.92,101.628,124.212,Float,G219
Daylighting:Controls,Level0:Zone13,Z-Coordinate of First Reference Point,4.3,3.87,4.73,Float,G219
Daylighting:Controls,Level0:Zone13,Fraction of Zone Controlled by First Reference Point,1,0.9,1,Float,G220
Daylighting:Controls,Level0:Zone13,Illuminance Setpoint at First Reference Point,400,360,440,Float,G221
Daylighting:Controls,Level0:Zone13,Illuminance Setpoint at Second Reference Point,300,270,330,Float,G222
Daylighting:Controls,Level0:Zone13,Lighting Control Type,3,2.7,3,Integer,G223
Daylighting:Controls,Level0:Zone13,Maximum Allowable Discomfort Glare Index,22,19.8,24.2,Float,G224
Daylighting:Controls,Level0:Zone13,Minimum Input Power Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G225
Daylighting:Controls,Level0:Zone13,Minimum Light Output Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G226
Daylighting:Controls,Level0:Zone13,Probability Lighting will be Reset When Needed in Manual Stepped Control,1,0.9,1,Float,G227
ZoneInfiltration:DesignFlowRate,Level0:Zone13 Infiltration,Design Flow Rate,0.008838,0.0079542,0.0097218,Float,G228
ZoneInfiltration:DesignFlowRate,Level0:Zone13 Infiltration,Constant Term Coefficient,1,0.9,1.1,Float,G229
Zone,Level0:Zone7,Type,1,1,1,Integer,G566
Zone,Level0:Zone7,Multiplier,1,1,1.1,Integer,G529
Zone,Level0:Zone7,Volume,48.5162,43.66458,53.36782,Float,G567
Zone,Level0:Zone7,Floor Area,13.8618,12.47562,15.24798,Float,G531
People,People Level0:Zone7,Number of People,1.5386598,1.38479382,1.69252578,Float,G532
People,People Level0:Zone7,Fraction Radiant,0.3,0.27,0.33,Float,G533
People,People Level0:Zone7,Carbon Dioxide Generation Rate,3.82E-08,3.44E-08,4.20E-08,Float,G211
Lights,Level0:Zone7 General lighting,Lighting Level,277.236,249.5124,304.9596,Float,G534
Lights,Level0:Zone7 General lighting,Fraction Radiant,0.42,0.378,0.462,Float,G213
Lights,Level0:Zone7 General lighting,Fraction Visible,0.18,0.162,0.198,Float,G214
Lights,Level0:Zone7 General lighting,Fraction Replaceable,1,0.9,1,Float,G215
ElectricEquipment,Level0:Zone7 Equipment 1,Design Level,163.1534,146.83806,179.46874,Float,G431
ElectricEquipment,Level0:Zone7 Equipment 1,Fraction Radiant,0.2,0.18,0.22,Float,G432
WaterUse:Equipment,DHW Level0:Zone7,Peak Flow Rate,8.56E-08,7.70E-08,9.41E-08,Float,G568
Daylighting:Controls,Level0:Zone7,Total Daylighting Reference Points,1,1,1.1,Integer,G218
Daylighting:Controls,Level0:Zone7,X-Coordinate of First Reference Point,60.822,54.7398,66.9042,Float,G219
Daylighting:Controls,Level0:Zone7,Y-Coordinate of First Reference Point,108.414,97.5726,119.2554,Float,G219
Daylighting:Controls,Level0:Zone7,Z-Coordinate of First Reference Point,4.3,3.87,4.73,Float,G219
Daylighting:Controls,Level0:Zone7,Fraction of Zone Controlled by First Reference Point,1,0.9,1,Float,G220
Daylighting:Controls,Level0:Zone7,Illuminance Setpoint at First Reference Point,400,360,440,Float,G221
Daylighting:Controls,Level0:Zone7,Illuminance Setpoint at Second Reference Point,300,270,330,Float,G222
Daylighting:Controls,Level0:Zone7,Lighting Control Type,3,2.7,3,Integer,G223
Daylighting:Controls,Level0:Zone7,Maximum Allowable Discomfort Glare Index,22,19.8,24.2,Float,G224
Daylighting:Controls,Level0:Zone7,Minimum Input Power Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G225
Daylighting:Controls,Level0:Zone7,Minimum Light Output Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G226
Daylighting:Controls,Level0:Zone7,Probability Lighting will be Reset When Needed in Manual Stepped Control,1,0.9,1,Float,G227
ZoneInfiltration:DesignFlowRate,Level0:Zone7 Infiltration,Design Flow Rate,0.0031,0.00279,0.00341,Float,G228
ZoneInfiltration:DesignFlowRate,Level0:Zone7 Infiltration,Constant Term Coefficient,1,0.9,1.1,Float,G229
Zone,Level0:Zone32,Type,1,1,1,Integer,G569
Zone,Level0:Zone32,Multiplier,1,1,1.1,Integer,G497
Zone,Level0:Zone32,Volume,7720.6021,6948.54189,8492.66231,Float,G570
Zone,Level0:Zone32,Floor Area,1479.9149,1331.92341,1627.90639,Float,G499
People,People Level0:Zone32,Number of People,164.2705539,147.8434985,180.6976093,Float,G500
People,People Level0:Zone32,Fraction Radiant,0.3,0.27,0.33,Float,G501
People,People Level0:Zone32,Carbon Dioxide Generation Rate,3.82E-08,3.44E-08,4.20E-08,Float,G211
Lights,Level0:Zone32 General lighting,Lighting Level,29598.298,26638.4682,32558.1278,Float,G502
Lights,Level0:Zone32 General lighting,Fraction Radiant,0.42,0.378,0.462,Float,G213
Lights,Level0:Zone32 General lighting,Fraction Visible,0.18,0.162,0.198,Float,G214
Lights,Level0:Zone32 General lighting,Fraction Replaceable,1,0.9,1,Float,G215
ElectricEquipment,Level0:Zone32 Equipment 1,Design Level,17418.5984,15676.73856,19160.45824,Float,G503
ElectricEquipment,Level0:Zone32 Equipment 1,Fraction Radiant,0.2,0.18,0.22,Float,G504
WaterUse:Equipment,DHW Level0:Zone32,Peak Flow Rate,9.14E-06,8.22E-06,1.00E-05,Float,G505
Daylighting:Controls,Level0:Zone32,Total Daylighting Reference Points,1,1,1.1,Integer,G218
Daylighting:Controls,Level0:Zone32,X-Coordinate of First Reference Point,77.496,69.7464,85.2456,Float,G219
Daylighting:Controls,Level0:Zone32,Y-Coordinate of First Reference Point,81.917,73.7253,90.1087,Float,G219
Daylighting:Controls,Level0:Zone32,Z-Coordinate of First Reference Point,4.3,3.87,4.73,Float,G219
Daylighting:Controls,Level0:Zone32,Fraction of Zone Controlled by First Reference Point,1,0.9,1,Float,G220
Daylighting:Controls,Level0:Zone32,Illuminance Setpoint at First Reference Point,400,360,440,Float,G221
Daylighting:Controls,Level0:Zone32,Illuminance Setpoint at Second Reference Point,300,270,330,Float,G222
Daylighting:Controls,Level0:Zone32,Lighting Control Type,3,2.7,3,Integer,G223
Daylighting:Controls,Level0:Zone32,Maximum Allowable Discomfort Glare Index,22,19.8,24.2,Float,G224
Daylighting:Controls,Level0:Zone32,Minimum Input Power Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G225
Daylighting:Controls,Level0:Zone32,Minimum Light Output Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G226
Daylighting:Controls,Level0:Zone32,Probability Lighting will be Reset When Needed in Manual Stepped Control,1,0.9,1,Float,G227
ZoneInfiltration:DesignFlowRate,Level0:Zone32 Infiltration,Design Flow Rate,0.493261,0.4439349,0.5425871,Float,G228
ZoneInfiltration:DesignFlowRate,Level0:Zone32 Infiltration,Constant Term Coefficient,1,0.9,1.1,Float,G229
Zone,Level0:Zone1,Type,1,1,1,Integer,G571
Zone,Level0:Zone1,Multiplier,1,1,1.1,Integer,G497
Zone,Level0:Zone1,Volume,161.3426,145.20834,177.47686,Float,G572
Zone,Level0:Zone1,Floor Area,46.0979,41.48811,50.70769,Float,G499
People,People Level0:Zone1,Number of People,5.1168669,4.60518021,5.62855359,Float,G500
People,People Level0:Zone1,Fraction Radiant,0.3,0.27,0.33,Float,G501
People,People Level0:Zone1,Carbon Dioxide Generation Rate,3.82E-08,3.44E-08,4.20E-08,Float,G211
Lights,Level0:Zone1 General lighting,Lighting Level,921.958,829.7622,1014.1538,Float,G502
Lights,Level0:Zone1 General lighting,Fraction Radiant,0.42,0.378,0.462,Float,G213
Lights,Level0:Zone1 General lighting,Fraction Visible,0.18,0.162,0.198,Float,G214
Lights,Level0:Zone1 General lighting,Fraction Replaceable,1,0.9,1,Float,G215
ElectricEquipment,Level0:Zone1 Equipment 1,Design Level,542.5723,488.31507,596.82953,Float,G503
ElectricEquipment,Level0:Zone1 Equipment 1,Fraction Radiant,0.2,0.18,0.22,Float,G504
WaterUse:Equipment,DHW Level0:Zone1,Peak Flow Rate,2.85E-07,2.56E-07,3.13E-07,Float,G565
Daylighting:Controls,Level0:Zone1,Total Daylighting Reference Points,1,1,1.1,Integer,G218
Daylighting:Controls,Level0:Zone1,X-Coordinate of First Reference Point,66.158,59.5422,72.7738,Float,G219
Daylighting:Controls,Level0:Zone1,Y-Coordinate of First Reference Point,97.772,87.9948,107.5492,Float,G219
Daylighting:Controls,Level0:Zone1,Z-Coordinate of First Reference Point,4.3,3.87,4.73,Float,G219
Daylighting:Controls,Level0:Zone1,Fraction of Zone Controlled by First Reference Point,1,0.9,1,Float,G220
Daylighting:Controls,Level0:Zone1,Illuminance Setpoint at First Reference Point,400,360,440,Float,G221
Daylighting:Controls,Level0:Zone1,Illuminance Setpoint at Second Reference Point,300,270,330,Float,G222
Daylighting:Controls,Level0:Zone1,Lighting Control Type,3,2.7,3,Integer,G223
Daylighting:Controls,Level0:Zone1,Maximum Allowable Discomfort Glare Index,22,19.8,24.2,Float,G224
Daylighting:Controls,Level0:Zone1,Minimum Input Power Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G225
Daylighting:Controls,Level0:Zone1,Minimum Light Output Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G226
Daylighting:Controls,Level0:Zone1,Probability Lighting will be Reset When Needed in Manual Stepped Control,1,0.9,1,Float,G227
ZoneInfiltration:DesignFlowRate,Level0:Zone1 Infiltration,Design Flow Rate,0.010308,0.0092772,0.0113388,Float,G228
ZoneInfiltration:DesignFlowRate,Level0:Zone1 Infiltration,Constant Term Coefficient,1,0.9,1.1,Float,G229
Zone,Level0:Zone51,Type,1,1,1,Integer,G573
Zone,Level0:Zone51,Multiplier,1,1,1.1,Integer,G497
Zone,Level0:Zone51,Volume,94.9847,85.48623,104.48317,Float,G574
Zone,Level0:Zone51,Floor Area,15.8654,14.27886,17.45194,Float,G499
People,People Level0:Zone51,Fraction Radiant,0.3,0.27,0.33,Float,G501
People,People Level0:Zone51,Carbon Dioxide Generation Rate,3.82E-08,3.44E-08,4.20E-08,Float,G211
Lights,Level0:Zone51 General lighting,Lighting Level,118.9905,107.09145,130.88955,Float,G502
Lights,Level0:Zone51 General lighting,Fraction Radiant,0.42,0.378,0.462,Float,G213
Lights,Level0:Zone51 General lighting,Fraction Visible,0.18,0.162,0.198,Float,G214
Lights,Level0:Zone51 General lighting,Fraction Replaceable,1,0.9,1,Float,G215
Daylighting:Controls,Level0:Zone51,Total Daylighting Reference Points,1,1,1.1,Integer,G218
Daylighting:Controls,Level0:Zone51,X-Coordinate of First Reference Point,58.579,52.7211,64.4369,Float,G219
Daylighting:Controls,Level0:Zone51,Y-Coordinate of First Reference Point,88.223,79.4007,97.0453,Float,G219
Daylighting:Controls,Level0:Zone51,Z-Coordinate of First Reference Point,4.4,3.96,4.84,Float,G219
Daylighting:Controls,Level0:Zone51,Fraction of Zone Controlled by First Reference Point,1,0.9,1,Float,G220
Daylighting:Controls,Level0:Zone51,Illuminance Setpoint at First Reference Point,150,135,165,Float,G221
Daylighting:Controls,Level0:Zone51,Illuminance Setpoint at Second Reference Point,300,270,330,Float,G222
Daylighting:Controls,Level0:Zone51,Lighting Control Type,3,2.7,3,Integer,G223
Daylighting:Controls,Level0:Zone51,Maximum Allowable Discomfort Glare Index,22,19.8,24.2,Float,G224
Daylighting:Controls,Level0:Zone51,Minimum Input Power Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G225
Daylighting:Controls,Level0:Zone51,Minimum Light Output Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G226
Daylighting:Controls,Level0:Zone51,Probability Lighting will be Reset When Needed in Manual Stepped Control,1,0.9,1,Float,G227
ZoneInfiltration:DesignFlowRate,Level0:Zone51 Infiltration,Design Flow Rate,0.006068,0.0054612,0.0066748,Float,G228
ZoneInfiltration:DesignFlowRate,Level0:Zone51 Infiltration,Constant Term Coefficient,1,0.9,1.1,Float,G229
Zone,Level0:Zone44,Type,1,1,1,Integer,G575
Zone,Level0:Zone44,Multiplier,1,1,1.1,Integer,G576
Zone,Level0:Zone44,Volume,4.5979,4.13811,5.05769,Float,G577
Zone,Level0:Zone44,Floor Area,1.3523,1.21707,1.48753,Float,G578
People,People Level0:Zone44,Number of People,0.152058622,0.136852759,0.167264484,Float,G579
People,People Level0:Zone44,Fraction Radiant,0.3,0.27,0.33,Float,G580
People,People Level0:Zone44,Carbon Dioxide Generation Rate,3.82E-08,3.44E-08,4.20E-08,Float,G211
Lights,Level0:Zone44 General lighting,Lighting Level,13.523,12.1707,14.8753,Float,G581
Lights,Level0:Zone44 General lighting,Fraction Radiant,0.42,0.378,0.462,Float,G213
Lights,Level0:Zone44 General lighting,Fraction Visible,0.18,0.162,0.198,Float,G214
Lights,Level0:Zone44 General lighting,Fraction Replaceable,1,0.9,1,Float,G215
ElectricEquipment,Level0:Zone44 Equipment 1,Design Level,7.4106,6.66954,8.15166,Float,G216
ElectricEquipment,Level0:Zone44 Equipment 1,Fraction Radiant,0.2,0.18,0.22,Float,G217
Daylighting:Controls,Level0:Zone44,Total Daylighting Reference Points,1,1,1.1,Integer,G218
Daylighting:Controls,Level0:Zone44,X-Coordinate of First Reference Point,54.695,49.2255,60.1645,Float,G219
Daylighting:Controls,Level0:Zone44,Y-Coordinate of First Reference Point,84.197,75.7773,92.6167,Float,G219
Daylighting:Controls,Level0:Zone44,Z-Coordinate of First Reference Point,4.4,3.96,4.84,Float,G219
Daylighting:Controls,Level0:Zone44,Fraction of Zone Controlled by First Reference Point,1,0.9,1,Float,G220
Daylighting:Controls,Level0:Zone44,Illuminance Setpoint at First Reference Point,200,180,220,Float,G221
Daylighting:Controls,Level0:Zone44,Illuminance Setpoint at Second Reference Point,300,270,330,Float,G222
Daylighting:Controls,Level0:Zone44,Lighting Control Type,3,2.7,3,Integer,G223
Daylighting:Controls,Level0:Zone44,Maximum Allowable Discomfort Glare Index,22,19.8,24.2,Float,G224
Daylighting:Controls,Level0:Zone44,Minimum Input Power Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G225
Daylighting:Controls,Level0:Zone44,Minimum Light Output Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G226
Daylighting:Controls,Level0:Zone44,Probability Lighting will be Reset When Needed in Manual Stepped Control,1,0.9,1,Float,G227
ZoneInfiltration:DesignFlowRate,Level0:Zone44 Infiltration,Design Flow Rate,0.000294,0.0002646,0.0003234,Float,G228
ZoneInfiltration:DesignFlowRate,Level0:Zone44 Infiltration,Constant Term Coefficient,1,0.9,1.1,Float,G229
Zone,Level0:Zone33,Type,1,1,1,Integer,G582
Zone,Level0:Zone33,Multiplier,1,1,1.1,Integer,G583
Zone,Level0:Zone33,Volume,61.978,55.7802,68.1758,Float,G584
Zone,Level0:Zone33,Floor Area,18.2288,16.40592,20.05168,Float,G585
People,People Level0:Zone33,Number of People,2.049727281,1.844754553,2.254700009,Float,G586
People,People Level0:Zone33,Fraction Radiant,0.3,0.27,0.33,Float,G587
People,People Level0:Zone33,Carbon Dioxide Generation Rate,3.82E-08,3.44E-08,4.20E-08,Float,G211
Lights,Level0:Zone33 General lighting,Lighting Level,182.288,164.0592,200.5168,Float,G588
Lights,Level0:Zone33 General lighting,Fraction Radiant,0.42,0.378,0.462,Float,G213
Lights,Level0:Zone33 General lighting,Fraction Visible,0.18,0.162,0.198,Float,G214
Lights,Level0:Zone33 General lighting,Fraction Replaceable,1,0.9,1,Float,G215
ElectricEquipment,Level0:Zone33 Equipment 1,Design Level,99.8938,89.90442,109.88318,Float,G413
ElectricEquipment,Level0:Zone33 Equipment 1,Fraction Radiant,0.2,0.18,0.22,Float,G414
Daylighting:Controls,Level0:Zone33,Total Daylighting Reference Points,1,1,1.1,Integer,G218
Daylighting:Controls,Level0:Zone33,X-Coordinate of First Reference Point,52.576,47.3184,57.8336,Float,G219
Daylighting:Controls,Level0:Zone33,Y-Coordinate of First Reference Point,80.618,72.5562,88.6798,Float,G219
Daylighting:Controls,Level0:Zone33,Z-Coordinate of First Reference Point,4.4,3.96,4.84,Float,G219
Daylighting:Controls,Level0:Zone33,Fraction of Zone Controlled by First Reference Point,1,0.9,1,Float,G220
Daylighting:Controls,Level0:Zone33,Illuminance Setpoint at First Reference Point,200,180,220,Float,G221
Daylighting:Controls,Level0:Zone33,Illuminance Setpoint at Second Reference Point,300,270,330,Float,G222
Daylighting:Controls,Level0:Zone33,Lighting Control Type,3,2.7,3,Integer,G223
Daylighting:Controls,Level0:Zone33,Maximum Allowable Discomfort Glare Index,22,19.8,24.2,Float,G224
Daylighting:Controls,Level0:Zone33,Minimum Input Power Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G225
Daylighting:Controls,Level0:Zone33,Minimum Light Output Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G226
Daylighting:Controls,Level0:Zone33,Probability Lighting will be Reset When Needed in Manual Stepped Control,1,0.9,1,Float,G227
ZoneInfiltration:DesignFlowRate,Level0:Zone33 Infiltration,Design Flow Rate,0.00396,0.003564,0.004356,Float,G228
ZoneInfiltration:DesignFlowRate,Level0:Zone33 Infiltration,Constant Term Coefficient,1,0.9,1.1,Float,G229
Zone,Level0:Zone46,Type,1,1,1,Integer,G589
Zone,Level0:Zone46,Multiplier,1,1,1.1,Integer,G517
Zone,Level0:Zone46,Volume,21.2475,19.12275,23.37225,Float,G590
Zone,Level0:Zone46,Floor Area,6.2493,5.62437,6.87423,Float,G519
People,People Level0:Zone46,Number of People,0.733251198,0.659926078,0.806576318,Float,G520
People,People Level0:Zone46,Fraction Radiant,0.3,0.27,0.33,Float,G521
People,People Level0:Zone46,Carbon Dioxide Generation Rate,3.82E-08,3.44E-08,4.20E-08,Float,G211
Lights,Level0:Zone46 General lighting,Lighting Level,31.2465,28.12185,34.37115,Float,G522
Lights,Level0:Zone46 General lighting,Fraction Radiant,0.42,0.378,0.462,Float,G213
Lights,Level0:Zone46 General lighting,Fraction Visible,0.18,0.162,0.198,Float,G214
Lights,Level0:Zone46 General lighting,Fraction Replaceable,1,0.9,1,Float,G215
ElectricEquipment,Level0:Zone46 Equipment 1,Design Level,11.5612,10.40508,12.71732,Float,G413
ElectricEquipment,Level0:Zone46 Equipment 1,Fraction Radiant,0.2,0.18,0.22,Float,G414
Daylighting:Controls,Level0:Zone46,Total Daylighting Reference Points,1,1,1.1,Integer,G218
Daylighting:Controls,Level0:Zone46,X-Coordinate of First Reference Point,52.754,47.4786,58.0294,Float,G219
Daylighting:Controls,Level0:Zone46,Y-Coordinate of First Reference Point,84.403,75.9627,92.8433,Float,G219
Daylighting:Controls,Level0:Zone46,Z-Coordinate of First Reference Point,4.4,3.96,4.84,Float,G219
Daylighting:Controls,Level0:Zone46,Fraction of Zone Controlled by First Reference Point,1,0.9,1,Float,G220
Daylighting:Controls,Level0:Zone46,Illuminance Setpoint at First Reference Point,100,90,110,Float,G221
Daylighting:Controls,Level0:Zone46,Illuminance Setpoint at Second Reference Point,300,270,330,Float,G222
Daylighting:Controls,Level0:Zone46,Lighting Control Type,3,2.7,3,Integer,G223
Daylighting:Controls,Level0:Zone46,Maximum Allowable Discomfort Glare Index,22,19.8,24.2,Float,G224
Daylighting:Controls,Level0:Zone46,Minimum Input Power Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G225
Daylighting:Controls,Level0:Zone46,Minimum Light Output Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G226
Daylighting:Controls,Level0:Zone46,Probability Lighting will be Reset When Needed in Manual Stepped Control,1,0.9,1,Float,G227
ZoneInfiltration:DesignFlowRate,Level0:Zone46 Infiltration,Design Flow Rate,0.001357,0.0012213,0.0014927,Float,G228
ZoneInfiltration:DesignFlowRate,Level0:Zone46 Infiltration,Constant Term Coefficient,1,0.9,1.1,Float,G229
Zone,Level0:Zone27,Type,1,1,1,Integer,G591
Zone,Level0:Zone27,Multiplier,1,1,1.1,Integer,G497
Zone,Level0:Zone27,Volume,31.1694,28.05246,34.28634,Float,G592
Zone,Level0:Zone27,Floor Area,9.1675,8.25075,10.08425,Float,G499
People,People Level0:Zone27,Number of People,1.0175925,0.91583325,1.11935175,Float,G500
People,People Level0:Zone27,Fraction Radiant,0.3,0.27,0.33,Float,G501
People,People Level0:Zone27,Carbon Dioxide Generation Rate,3.82E-08,3.44E-08,4.20E-08,Float,G211
Lights,Level0:Zone27 General lighting,Lighting Level,183.35,165.015,201.685,Float,G502
Lights,Level0:Zone27 General lighting,Fraction Radiant,0.42,0.378,0.462,Float,G213
Lights,Level0:Zone27 General lighting,Fraction Visible,0.18,0.162,0.198,Float,G214
Lights,Level0:Zone27 General lighting,Fraction Replaceable,1,0.9,1,Float,G215
ElectricEquipment,Level0:Zone27 Equipment 1,Design Level,107.9015,97.11135,118.69165,Float,G503
ElectricEquipment,Level0:Zone27 Equipment 1,Fraction Radiant,0.2,0.18,0.22,Float,G504
WaterUse:Equipment,DHW Level0:Zone27,Peak Flow Rate,5.66E-08,5.09E-08,6.22E-08,Float,G505
Daylighting:Controls,Level0:Zone27,Total Daylighting Reference Points,1,1,1.1,Integer,G218
Daylighting:Controls,Level0:Zone27,X-Coordinate of First Reference Point,50.119,45.1071,55.1309,Float,G219
Daylighting:Controls,Level0:Zone27,Y-Coordinate of First Reference Point,81.261,73.1349,89.3871,Float,G219
Daylighting:Controls,Level0:Zone27,Z-Coordinate of First Reference Point,4.4,3.96,4.84,Float,G219
Daylighting:Controls,Level0:Zone27,Fraction of Zone Controlled by First Reference Point,1,0.9,1,Float,G220
Daylighting:Controls,Level0:Zone27,Illuminance Setpoint at First Reference Point,400,360,440,Float,G221
Daylighting:Controls,Level0:Zone27,Illuminance Setpoint at Second Reference Point,300,270,330,Float,G222
Daylighting:Controls,Level0:Zone27,Lighting Control Type,3,2.7,3,Integer,G223
Daylighting:Controls,Level0:Zone27,Maximum Allowable Discomfort Glare Index,22,19.8,24.2,Float,G224
Daylighting:Controls,Level0:Zone27,Minimum Input Power Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G225
Daylighting:Controls,Level0:Zone27,Minimum Light Output Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G226
Daylighting:Controls,Level0:Zone27,Probability Lighting will be Reset When Needed in Manual Stepped Control,1,0.9,1,Float,G227
ZoneInfiltration:DesignFlowRate,Level0:Zone27 Infiltration,Design Flow Rate,0.001991,0.0017919,0.0021901,Float,G228
ZoneInfiltration:DesignFlowRate,Level0:Zone27 Infiltration,Constant Term Coefficient,1,0.9,1.1,Float,G229
Zone,Level0:Zone20,Type,1,1,1,Integer,G593
Zone,Level0:Zone20,Multiplier,1,1,1.1,Integer,G497
Zone,Level0:Zone20,Volume,128.8861,115.99749,141.77471,Float,G594
Zone,Level0:Zone20,Floor Area,36.8246,33.14214,40.50706,Float,G499
People,People Level0:Zone20,Number of People,4.0875306,3.67877754,4.49628366,Float,G500
People,People Level0:Zone20,Fraction Radiant,0.3,0.27,0.33,Float,G501
People,People Level0:Zone20,Carbon Dioxide Generation Rate,3.82E-08,3.44E-08,4.20E-08,Float,G211
Lights,Level0:Zone20 General lighting,Lighting Level,736.492,662.8428,810.1412,Float,G502
Lights,Level0:Zone20 General lighting,Fraction Radiant,0.42,0.378,0.462,Float,G213
Lights,Level0:Zone20 General lighting,Fraction Visible,0.18,0.162,0.198,Float,G214
Lights,Level0:Zone20 General lighting,Fraction Replaceable,1,0.9,1,Float,G215
ElectricEquipment,Level0:Zone20 Equipment 1,Design Level,433.4255,390.08295,476.76805,Float,G503
ElectricEquipment,Level0:Zone20 Equipment 1,Fraction Radiant,0.2,0.18,0.22,Float,G504
WaterUse:Equipment,DHW Level0:Zone20,Peak Flow Rate,2.27E-07,2.05E-07,2.50E-07,Float,G505
Daylighting:Controls,Level0:Zone20,Total Daylighting Reference Points,1,1,1.1,Integer,G218
Daylighting:Controls,Level0:Zone20,X-Coordinate of First Reference Point,73.439,66.0951,80.7829,Float,G219
Daylighting:Controls,Level0:Zone20,Y-Coordinate of First Reference Point,107.229,96.5061,117.9519,Float,G219
Daylighting:Controls,Level0:Zone20,Z-Coordinate of First Reference Point,4.3,3.87,4.73,Float,G219
Daylighting:Controls,Level0:Zone20,Fraction of Zone Controlled by First Reference Point,1,0.9,1,Float,G220
Daylighting:Controls,Level0:Zone20,Illuminance Setpoint at First Reference Point,400,360,440,Float,G221
