Class,Object,Field,Default,Minimum,Maximum,Type,Group
Daylighting:Controls,Level2:Zone17,Maximum Allowable Discomfort Glare Index,22,19.8,24.2,Float,G224
Daylighting:Controls,Level2:Zone17,Minimum Input Power Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G225
Daylighting:Controls,Level2:Zone17,Minimum Light Output Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G226
Daylighting:Controls,Level2:Zone17,Probability Lighting will be Reset When Needed in Manual Stepped Control,1,0.9,1,Float,G227
ZoneInfiltration:DesignFlowRate,Level2:Zone17 Infiltration,Design Flow Rate,0.001619,0.0014571,0.0017809,Float,G228
ZoneInfiltration:DesignFlowRate,Level2:Zone17 Infiltration,Constant Term Coefficient,1,0.9,1.1,Float,G229
Zone,Level2:Zone3,Type,1,1,1,Integer,G440
Zone,Level2:Zone3,Multiplier,1,1,1.1,Integer,G441
Zone,Level2:Zone3,Volume,166.7204,150.04836,183.39244,Float,G442
Zone,Level2:Zone3,Floor Area,50.0497,45.04473,55.05467,Float,G443
People,People Level2:Zone3,Number of People,5.5555167,4.99996503,6.11106837,Float,G444
People,People Level2:Zone3,Fraction Radiant,0.3,0.27,0.33,Float,G445
People,People Level2:Zone3,Carbon Dioxide Generation Rate,3.82E-08,3.44E-08,4.20E-08,Float,G211
Lights,Level2:Zone3 General lighting,Lighting Level,1000.994,900.8946,1101.0934,Float,G446
Lights,Level2:Zone3 General lighting,Fraction Radiant,0.42,0.378,0.462,Float,G213
Lights,Level2:Zone3 General lighting,Fraction Visible,0.18,0.162,0.198,Float,G214
Lights,Level2:Zone3 General lighting,Fraction Replaceable,1,0.9,1,Float,G215
ElectricEquipment,Level2:Zone3 Equipment 1,Design Level,589.085,530.1765,647.9935,Float,G413
ElectricEquipment,Level2:Zone3 Equipment 1,Fraction Radiant,0.2,0.18,0.22,Float,G414
WaterUse:Equipment,DHW Level2:Zone3,Peak Flow Rate,3.09E-07,2.78E-07,3.40E-07,Float,G447
Daylighting:Controls,Level2:Zone3,Total Daylighting Reference Points,1,1,1.1,Integer,G218
Daylighting:Controls,Level2:Zone3,X-Coordinate of First Reference Point,65.603,59.0427,72.1633,Float,G219
Daylighting:Controls,Level2:Zone3,Y-Coordinate of First Reference Point,61.644,55.4796,67.8084,Float,G219
Daylighting:Controls,Level2:Zone3,Z-Coordinate of First Reference Point,11.469,10.3221,12.6159,Float,G219
Daylighting:Controls,Level2:Zone3,Fraction of Zone Controlled by First Reference Point,1,0.9,1,Float,G220
Daylighting:Controls,Level2:Zone3,Illuminance Setpoint at First Reference Point,400,360,440,Float,G221
Daylighting:Controls,Level2:Zone3,Illuminance Setpoint at Second Reference Point,300,270,330,Float,G222
Daylighting:Controls,Level2:Zone3,Lighting Control Type,3,2.7,3,Integer,G223
Daylighting:Controls,Level2:Zone3,Maximum Allowable Discomfort Glare Index,22,19.8,24.2,Float,G224
Daylighting:Controls,Level2:Zone3,Minimum Input Power Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G225
Daylighting:Controls,Level2:Zone3,Minimum Light Output Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G226
Daylighting:Controls,Level2:Zone3,Probability Lighting will be Reset When Needed in Manual Stepped Control,1,0.9,1,Float,G227
ZoneInfiltration:DesignFlowRate,Level2:Zone3 Infiltration,Design Flow Rate,0.010652,0.0095868,0.0117172,Float,G228
ZoneInfiltration:DesignFlowRate,Level2:Zone3 Infiltration,Constant Term Coefficient,1,0.9,1.1,Float,G229
Zone,Level2:Zone15,Type,1,1,1,Integer,G448
Zone,Level2:Zone15,Multiplier,1,1,1.1,Integer,G417
Zone,Level2:Zone15,Volume,23.9222,21.52998,26.31442,Float,G449
Zone,Level2:Zone15,Floor Area,7.0359,6.33231,7.73949,Float,G419
People,People Level2:Zone15,Number of People,0.791147864,0.712033077,0.87026265,Float,G420
People,People Level2:Zone15,Fraction Radiant,0.3,0.27,0.33,Float,G421
People,People Level2:Zone15,Carbon Dioxide Generation Rate,3.82E-08,3.44E-08,4.20E-08,Float,G211
Lights,Level2:Zone15 General lighting,Lighting Level,70.359,63.3231,77.3949,Float,G422
Lights,Level2:Zone15 General lighting,Fraction Radiant,0.42,0.378,0.462,Float,G213
Lights,Level2:Zone15 General lighting,Fraction Visible,0.18,0.162,0.198,Float,G214
Lights,Level2:Zone15 General lighting,Fraction Replaceable,1,0.9,1,Float,G215
ElectricEquipment,Level2:Zone15 Equipment 1,Design Level,38.5567,34.70103,42.41237,Float,G413
ElectricEquipment,Level2:Zone15 Equipment 1,Fraction Radiant,0.2,0.18,0.22,Float,G414
Daylighting:Controls,Level2:Zone15,Total Daylighting Reference Points,1,1,1.1,Integer,G218
Daylighting:Controls,Level2:Zone15,X-Coordinate of First Reference Point,68.253,61.4277,75.0783,Float,G219
Daylighting:Controls,Level2:Zone15,Y-Coordinate of First Reference Point,64.794,58.3146,71.2734,Float,G219
Daylighting:Controls,Level2:Zone15,Z-Coordinate of First Reference Point,11.4,10.26,12.54,Float,G219
Daylighting:Controls,Level2:Zone15,Fraction of Zone Controlled by First Reference Point,1,0.9,1,Float,G220
Daylighting:Controls,Level2:Zone15,Illuminance Setpoint at First Reference Point,200,180,220,Float,G221
Daylighting:Controls,Level2:Zone15,Illuminance Setpoint at Second Reference Point,300,270,330,Float,G222
Daylighting:Controls,Level2:Zone15,Lighting Control Type,3,2.7,3,Integer,G223
Daylighting:Controls,Level2:Zone15,Maximum Allowable Discomfort Glare Index,22,19.8,24.2,Float,G224
Daylighting:Controls,Level2:Zone15,Minimum Input Power Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G225
Daylighting:Controls,Level2:Zone15,Minimum Light Output Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G226
Daylighting:Controls,Level2:Zone15,Probability Lighting will be Reset When Needed in Manual Stepped Control,1,0.9,1,Float,G227
ZoneInfiltration:DesignFlowRate,Level2:Zone15 Infiltration,Design Flow Rate,0.001528,0.0013752,0.0016808,Float,G228
ZoneInfiltration:DesignFlowRate,Level2:Zone15 Infiltration,Constant Term Coefficient,1,0.9,1.1,Float,G229
Zone,Level2:Zone36,Type,1,1,1,Integer,G450
Zone,Level2:Zone36,Multiplier,1,1,1.1,Integer,G441
Zone,Level2:Zone36,Volume,246.9939,222.29451,271.69329,Float,G451
Zone,Level2:Zone36,Floor Area,72.6453,65.38077,79.90983,Float,G443
People,People Level2:Zone36,Number of People,8.523715176,7.671343658,9.376086693,Float,G444
People,People Level2:Zone36,Fraction Radiant,0.3,0.27,0.33,Float,G445
People,People Level2:Zone36,Carbon Dioxide Generation Rate,3.82E-08,3.44E-08,4.20E-08,Float,G211
Lights,Level2:Zone36 General lighting,Lighting Level,363.2265,326.90385,399.54915,Float,G446
Lights,Level2:Zone36 General lighting,Fraction Radiant,0.42,0.378,0.462,Float,G213
Lights,Level2:Zone36 General lighting,Fraction Visible,0.18,0.162,0.198,Float,G214
Lights,Level2:Zone36 General lighting,Fraction Replaceable,1,0.9,1,Float,G215
ElectricEquipment,Level2:Zone36 Equipment 1,Design Level,134.3938,120.95442,147.83318,Float,G413
ElectricEquipment,Level2:Zone36 Equipment 1,Fraction Radiant,0.2,0.18,0.22,Float,G414
Daylighting:Controls,Level2:Zone36,Total Daylighting Reference Points,1,1,1.1,Integer,G218
Daylighting:Controls,Level2:Zone36,X-Coordinate of First Reference Point,56.838,51.1542,62.5218,Float,G219
Daylighting:Controls,Level2:Zone36,Y-Coordinate of First Reference Point,77.472,69.7248,85.2192,Float,G219
Daylighting:Controls,Level2:Zone36,Z-Coordinate of First Reference Point,11.4,10.26,12.54,Float,G219
Daylighting:Controls,Level2:Zone36,Fraction of Zone Controlled by First Reference Point,1,0.9,1,Float,G220
Daylighting:Controls,Level2:Zone36,Illuminance Setpoint at First Reference Point,100,90,110,Float,G221
Daylighting:Controls,Level2:Zone36,Illuminance Setpoint at Second Reference Point,300,270,330,Float,G222
Daylighting:Controls,Level2:Zone36,Lighting Control Type,3,2.7,3,Integer,G223
Daylighting:Controls,Level2:Zone36,Maximum Allowable Discomfort Glare Index,22,19.8,24.2,Float,G224
Daylighting:Controls,Level2:Zone36,Minimum Input Power Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G225
Daylighting:Controls,Level2:Zone36,Minimum Light Output Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G226
Daylighting:Controls,Level2:Zone36,Probability Lighting will be Reset When Needed in Manual Stepped Control,1,0.9,1,Float,G227
ZoneInfiltration:DesignFlowRate,Level2:Zone36 Infiltration,Design Flow Rate,0.01578,0.014202,0.017358,Float,G228
ZoneInfiltration:DesignFlowRate,Level2:Zone36 Infiltration,Constant Term Coefficient,1,0.9,1.1,Float,G229
Zone,Level2:Zone6,Type,1,1,1,Integer,G452
Zone,Level2:Zone6,Multiplier,1,1,1.1,Integer,G441
Zone,Level2:Zone6,Volume,219.913,197.9217,241.9043,Float,G453
Zone,Level2:Zone6,Floor Area,64.6803,58.21227,71.14833,Float,G443
People,People Level2:Zone6,Number of People,7.1795133,6.46156197,7.89746463,Float,G444
People,People Level2:Zone6,Fraction Radiant,0.3,0.27,0.33,Float,G445
People,People Level2:Zone6,Carbon Dioxide Generation Rate,3.82E-08,3.44E-08,4.20E-08,Float,G211
Lights,Level2:Zone6 General lighting,Lighting Level,1293.606,1164.2454,1422.9666,Float,G446
Lights,Level2:Zone6 General lighting,Fraction Radiant,0.42,0.378,0.462,Float,G213
Lights,Level2:Zone6 General lighting,Fraction Visible,0.18,0.162,0.198,Float,G214
Lights,Level2:Zone6 General lighting,Fraction Replaceable,1,0.9,1,Float,G215
ElectricEquipment,Level2:Zone6 Equipment 1,Design Level,761.2871,685.15839,837.41581,Float,G413
ElectricEquipment,Level2:Zone6 Equipment 1,Fraction Radiant,0.2,0.18,0.22,Float,G414
WaterUse:Equipment,DHW Level2:Zone6,Peak Flow Rate,3.99E-07,3.59E-07,4.39E-07,Float,G454
Daylighting:Controls,Level2:Zone6,Total Daylighting Reference Points,1,1,1.1,Integer,G218
Daylighting:Controls,Level2:Zone6,X-Coordinate of First Reference Point,60.294,54.2646,66.3234,Float,G219
Daylighting:Controls,Level2:Zone6,Y-Coordinate of First Reference Point,67.89,61.101,74.679,Float,G219
Daylighting:Controls,Level2:Zone6,Z-Coordinate of First Reference Point,11.4,10.26,12.54,Float,G219
Daylighting:Controls,Level2:Zone6,Fraction of Zone Controlled by First Reference Point,1,0.9,1,Float,G220
Daylighting:Controls,Level2:Zone6,Illuminance Setpoint at First Reference Point,400,360,440,Float,G221
Daylighting:Controls,Level2:Zone6,Illuminance Setpoint at Second Reference Point,300,270,330,Float,G222
Daylighting:Controls,Level2:Zone6,Lighting Control Type,3,2.7,3,Integer,G223
Daylighting:Controls,Level2:Zone6,Maximum Allowable Discomfort Glare Index,22,19.8,24.2,Float,G224
Daylighting:Controls,Level2:Zone6,Minimum Input Power Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G225
Daylighting:Controls,Level2:Zone6,Minimum Light Output Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G226
Daylighting:Controls,Level2:Zone6,Probability Lighting will be Reset When Needed in Manual Stepped Control,1,0.9,1,Float,G227
ZoneInfiltration:DesignFlowRate,Level2:Zone6 Infiltration,Design Flow Rate,0.01405,0.012645,0.015455,Float,G228
ZoneInfiltration:DesignFlowRate,Level2:Zone6 Infiltration,Constant Term Coefficient,1,0.9,1.1,Float,G229
Zone,Level2:Zone12,Type,1,1,1,Integer,G455
Zone,Level2:Zone12,Multiplier,1,1,1.1,Integer,G456
Zone,Level2:Zone12,Volume,219.913,197.9217,241.9043,Float,G457
Zone,Level2:Zone12,Floor Area,64.6803,58.21227,71.14833,Float,G458
People,People Level2:Zone12,Number of People,7.1795133,6.46156197,7.89746463,Float,G459
People,People Level2:Zone12,Fraction Radiant,0.3,0.27,0.33,Float,G460
People,People Level2:Zone12,Carbon Dioxide Generation Rate,3.82E-08,3.44E-08,4.20E-08,Float,G211
Lights,Level2:Zone12 General lighting,Lighting Level,1293.606,1164.2454,1422.9666,Float,G461
Lights,Level2:Zone12 General lighting,Fraction Radiant,0.42,0.378,0.462,Float,G213
Lights,Level2:Zone12 General lighting,Fraction Visible,0.18,0.162,0.198,Float,G214
Lights,Level2:Zone12 General lighting,Fraction Replaceable,1,0.9,1,Float,G215
ElectricEquipment,Level2:Zone12 Equipment 1,Design Level,761.2871,685.15839,837.41581,Float,G431
ElectricEquipment,Level2:Zone12 Equipment 1,Fraction Radiant,0.2,0.18,0.22,Float,G432
WaterUse:Equipment,DHW Level2:Zone12,Peak Flow Rate,3.99E-07,3.59E-07,4.39E-07,Float,G462
Daylighting:Controls,Level2:Zone12,Total Daylighting Reference Points,1,1,1.1,Integer,G218
Daylighting:Controls,Level2:Zone12,X-Coordinate of First Reference Point,54.103,48.6927,59.5133,Float,G219
Daylighting:Controls,Level2:Zone12,Y-Coordinate of First Reference Point,73.085,65.7765,80.3935,Float,G219
Daylighting:Controls,Level2:Zone12,Z-Coordinate of First Reference Point,11.4,10.26,12.54,Float,G219
Daylighting:Controls,Level2:Zone12,Fraction of Zone Controlled by First Reference Point,1,0.9,1,Float,G220
Daylighting:Controls,Level2:Zone12,Illuminance Setpoint at First Reference Point,400,360,440,Float,G221
Daylighting:Controls,Level2:Zone12,Illuminance Setpoint at Second Reference Point,300,270,330,Float,G222
Daylighting:Controls,Level2:Zone12,Lighting Control Type,3,2.7,3,Integer,G223
Daylighting:Controls,Level2:Zone12,Maximum Allowable Discomfort Glare Index,22,19.8,24.2,Float,G224
Daylighting:Controls,Level2:Zone12,Minimum Input Power Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G225
Daylighting:Controls,Level2:Zone12,Minimum Light Output Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G226
Daylighting:Controls,Level2:Zone12,Probability Lighting will be Reset When Needed in Manual Stepped Control,1,0.9,1,Float,G227
ZoneInfiltration:DesignFlowRate,Level2:Zone12 Infiltration,Design Flow Rate,0.01405,0.012645,0.015455,Float,G228
ZoneInfiltration:DesignFlowRate,Level2:Zone12 Infiltration,Constant Term Coefficient,1,0.9,1.1,Float,G229
Zone,Level2:Zone26,Type,1,1,1,Integer,G463
Zone,Level2:Zone26,Multiplier,1,1,1.1,Integer,G441
Zone,Level2:Zone26,Volume,37.4428,33.69852,41.18708,Float,G464
Zone,Level2:Zone26,Floor Area,11.0126,9.91134,12.11386,Float,G443
People,People Level2:Zone26,Number of People,1.2223986,1.10015874,1.34463846,Float,G444
People,People Level2:Zone26,Fraction Radiant,0.3,0.27,0.33,Float,G445
People,People Level2:Zone26,Carbon Dioxide Generation Rate,3.82E-08,3.44E-08,4.20E-08,Float,G211
Lights,Level2:Zone26 General lighting,Lighting Level,220.252,198.2268,242.2772,Float,G446
Lights,Level2:Zone26 General lighting,Fraction Radiant,0.42,0.378,0.462,Float,G213
Lights,Level2:Zone26 General lighting,Fraction Visible,0.18,0.162,0.198,Float,G214
Lights,Level2:Zone26 General lighting,Fraction Replaceable,1,0.9,1,Float,G215
ElectricEquipment,Level2:Zone26 Equipment 1,Design Level,129.6183,116.65647,142.58013,Float,G413
ElectricEquipment,Level2:Zone26 Equipment 1,Fraction Radiant,0.2,0.18,0.22,Float,G414
WaterUse:Equipment,DHW Level2:Zone26,Peak Flow Rate,6.80E-08,6.12E-08,7.48E-08,Float,G454
Daylighting:Controls,Level2:Zone26,Total Daylighting Reference Points,1,1,1.1,Integer,G218
Daylighting:Controls,Level2:Zone26,X-Coordinate of First Reference Point,51.301,46.1709,56.4311,Float,G219
Daylighting:Controls,Level2:Zone26,Y-Coordinate of First Reference Point,78.168,70.3512,85.9848,Float,G219
Daylighting:Controls,Level2:Zone26,Z-Coordinate of First Reference Point,11.4,10.26,12.54,Float,G219
Daylighting:Controls,Level2:Zone26,Fraction of Zone Controlled by First Reference Point,1,0.9,1,Float,G220
Daylighting:Controls,Level2:Zone26,Illuminance Setpoint at First Reference Point,400,360,440,Float,G221
Daylighting:Controls,Level2:Zone26,Illuminance Setpoint at Second Reference Point,300,270,330,Float,G222
Daylighting:Controls,Level2:Zone26,Lighting Control Type,3,2.7,3,Integer,G223
Daylighting:Controls,Level2:Zone26,Maximum Allowable Discomfort Glare Index,22,19.8,24.2,Float,G224
Daylighting:Controls,Level2:Zone26,Minimum Input Power Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G225
Daylighting:Controls,Level2:Zone26,Minimum Light Output Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G226
Daylighting:Controls,Level2:Zone26,Probability Lighting will be Reset When Needed in Manual Stepped Control,1,0.9,1,Float,G227
ZoneInfiltration:DesignFlowRate,Level2:Zone26 Infiltration,Design Flow Rate,0.002392,0.0021528,0.0026312,Float,G228
ZoneInfiltration:DesignFlowRate,Level2:Zone26 Infiltration,Constant Term Coefficient,1,0.9,1.1,Float,G229
Zone,Level2:Zone7,Type,1,1,1,Integer,G465
Zone,Level2:Zone7,Multiplier,1,1,1.1,Integer,G434
Zone,Level2:Zone7,Volume,182.1706,163.95354,200.38766,Float,G466
Zone,Level2:Zone7,Floor Area,53.5796,48.22164,58.93756,Float,G436
People,People Level2:Zone7,Number of People,5.9473356,5.35260204,6.54206916,Float,G437
People,People Level2:Zone7,Fraction Radiant,0.3,0.27,0.33,Float,G438
People,People Level2:Zone7,Carbon Dioxide Generation Rate,3.82E-08,3.44E-08,4.20E-08,Float,G211
Lights,Level2:Zone7 General lighting,Lighting Level,1071.592,964.4328,1178.7512,Float,G439
Lights,Level2:Zone7 General lighting,Fraction Radiant,0.42,0.378,0.462,Float,G213
Lights,Level2:Zone7 General lighting,Fraction Visible,0.18,0.162,0.198,Float,G214
Lights,Level2:Zone7 General lighting,Fraction Replaceable,1,0.9,1,Float,G215
ElectricEquipment,Level2:Zone7 Equipment 1,Design Level,630.6319,567.56871,693.69509,Float,G431
ElectricEquipment,Level2:Zone7 Equipment 1,Fraction Radiant,0.2,0.18,0.22,Float,G432
WaterUse:Equipment,DHW Level2:Zone7,Peak Flow Rate,3.31E-07,2.98E-07,3.64E-07,Float,G467
Daylighting:Controls,Level2:Zone7,Total Daylighting Reference Points,1,1,1.1,Integer,G218
Daylighting:Controls,Level2:Zone7,X-Coordinate of First Reference Point,46.611,41.9499,51.2721,Float,G219
Daylighting:Controls,Level2:Zone7,Y-Coordinate of First Reference Point,76.731,69.0579,84.4041,Float,G219
Daylighting:Controls,Level2:Zone7,Z-Coordinate of First Reference Point,11.4,10.26,12.54,Float,G219
Daylighting:Controls,Level2:Zone7,Fraction of Zone Controlled by First Reference Point,1,0.9,1,Float,G220
Daylighting:Controls,Level2:Zone7,Illuminance Setpoint at First Reference Point,400,360,440,Float,G221
Daylighting:Controls,Level2:Zone7,Illuminance Setpoint at Second Reference Point,300,270,330,Float,G222
Daylighting:Controls,Level2:Zone7,Lighting Control Type,3,2.7,3,Integer,G223
Daylighting:Controls,Level2:Zone7,Maximum Allowable Discomfort Glare Index,22,19.8,24.2,Float,G224
Daylighting:Controls,Level2:Zone7,Minimum Input Power Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G225
Daylighting:Controls,Level2:Zone7,Minimum Light Output Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G226
Daylighting:Controls,Level2:Zone7,Probability Lighting will be Reset When Needed in Manual Stepped Control,1,0.9,1,Float,G227
ZoneInfiltration:DesignFlowRate,Level2:Zone7 Infiltration,Design Flow Rate,0.011639,0.0104751,0.0128029,Float,G228
ZoneInfiltration:DesignFlowRate,Level2:Zone7 Infiltration,Constant Term Coefficient,1,0.9,1.1,Float,G229
Zone,Level2:Zone1,Type,1,1,1,Integer,G468
Zone,Level2:Zone1,Multiplier,1,1,1.1,Integer,G425
Zone,Level2:Zone1,Volume,151.0458,135.94122,166.15038,Float,G469
Zone,Level2:Zone1,Floor Area,44.4252,39.98268,48.86772,Float,G427
People,People Level2:Zone1,Number of People,4.9311972,4.43807748,5.42431692,Float,G428
People,People Level2:Zone1,Fraction Radiant,0.3,0.27,0.33,Float,G429
People,People Level2:Zone1,Carbon Dioxide Generation Rate,3.82E-08,3.44E-08,4.20E-08,Float,G211
Lights,Level2:Zone1 General lighting,Lighting Level,888.504,799.6536,977.3544,Float,G430
Lights,Level2:Zone1 General lighting,Fraction Radiant,0.42,0.378,0.462,Float,G213
Lights,Level2:Zone1 General lighting,Fraction Visible,0.18,0.162,0.198,Float,G214
Lights,Level2:Zone1 General lighting,Fraction Replaceable,1,0.9,1,Float,G215
ElectricEquipment,Level2:Zone1 Equipment 1,Design Level,522.8846,470.59614,575.17306,Float,G431
ElectricEquipment,Level2:Zone1 Equipment 1,Fraction Radiant,0.2,0.18,0.22,Float,G432
WaterUse:Equipment,DHW Level2:Zone1,Peak Flow Rate,2.74E-07,2.47E-07,3.02E-07,Float,G462
Daylighting:Controls,Level2:Zone1,Total Daylighting Reference Points,1,1,1.1,Integer,G218
Daylighting:Controls,Level2:Zone1,X-Coordinate of First Reference Point,66.403,59.7627,73.0433,Float,G219
